"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2017年5月15日","1,772.50","1,826.80","1,828.50","1,720.00","15.76K","-3.04%"
"2017年5月14日","1,828.10","1,820.60","1,852.40","1,780.00","11.31K","0.42%"
"2017年5月13日","1,820.40","1,735.00","1,824.00","1,666.00","16.60K","4.92%"
"2017年5月12日","1,735.00","1,853.90","1,864.80","1,700.80","21.40K","-6.41%"
"2017年5月11日","1,853.90","1,796.90","1,908.00","1,766.60","24.39K","3.18%"
"2017年5月10日","1,796.80","1,759.80","1,817.40","1,722.30","18.62K","2.09%"
"2017年5月9日","1,760.00","1,703.50","1,813.90","1,695.10","31.21K","3.33%"
"2017年5月8日","1,703.20","1,619.80","1,715.00","1,618.90","19.91K","5.14%"
"2017年5月7日","1,619.90","1,597.00","1,631.30","1,575.10","13.91K","1.43%"
"2017年5月6日","1,597.10","1,545.10","1,605.00","1,545.00","14.02K","3.37%"
"2017年5月5日","1,545.10","1,607.20","1,665.50","1,511.70","32.64K","-3.86%"
"2017年5月4日","1,607.10","1,619.40","1,701.90","1,521.10","31.49K","-0.66%"
"2017年5月3日","1,617.80","1,558.50","1,626.90","1,542.00","17.07K","3.71%"
"2017年5月2日","1,560.00","1,533.00","1,604.60","1,479.20","16.73K","1.75%"
"2017年5月1日","1,533.10","1,435.00","1,560.00","1,432.00","22.30K","6.82%"
"2017年4月30日","1,435.20","1,425.40","1,443.50","1,403.30","8.52K","0.81%"
"2017年4月29日","1,423.60","1,415.60","1,436.60","1,401.50","8.77K","0.57%"
"2017年4月28日","1,415.60","1,440.30","1,447.00","1,368.30","14.02K","-1.71%"
"2017年4月27日","1,440.30","1,399.30","1,449.70","1,392.50","10.40K","2.93%"
"2017年4月26日","1,399.30","1,371.00","1,411.70","1,365.10","11.81K","2.12%"
"2017年4月25日","1,370.30","1,345.00","1,378.50","1,342.10","8.27K","1.88%"
"2017年4月24日","1,345.00","1,355.30","1,359.60","1,326.90","7.91K","-0.75%"
"2017年4月23日","1,355.20","1,346.40","1,359.00","1,336.00","7.75K","0.57%"
"2017年4月22日","1,347.50","1,327.10","1,353.10","1,290.10","12.37K","1.65%"
"2017年4月21日","1,325.60","1,308.70","1,333.10","1,307.50","8.00K","1.31%"
"2017年4月20日","1,308.40","1,260.50","1,325.70","1,260.10","15.62K","3.80%"
"2017年4月19日","1,260.50","1,265.40","1,272.00","1,255.00","7.58K","-0.39%"
"2017年4月18日","1,265.40","1,240.00","1,274.80","1,237.00","16.14K","2.05%"
"2017年4月17日","1,240.00","1,212.50","1,247.00","1,202.20","15.15K","2.31%"
"2017年4月16日","1,212.00","1,193.30","1,217.60","1,190.40","4.50K","1.57%"
"2017年4月15日","1,193.30","1,206.80","1,215.00","1,190.00","9.15K","-1.12%"
"2017年4月14日","1,206.80","1,187.00","1,219.10","1,184.00","12.32K","1.67%"
"2017年4月13日","1,187.00","1,227.40","1,235.10","1,163.50","19.14K","-3.29%"
"2017年4月12日","1,227.40","1,236.90","1,239.00","1,221.00","12.01K","-0.66%"
"2017年4月11日","1,235.60","1,220.30","1,243.40","1,209.10","9.56K","1.25%"
"2017年4月10日","1,220.30","1,215.90","1,229.90","1,208.10","11.55K","0.36%"
"2017年4月9日","1,215.90","1,188.10","1,226.90","1,180.20","16.31K","2.34%"
"2017年4月8日","1,188.10","1,196.60","1,202.60","1,171.30","11.02K","-0.71%"
"2017年4月7日","1,196.60","1,191.50","1,208.90","1,176.70","20.44K","0.43%"
"2017年4月6日","1,191.50","1,140.30","1,206.40","1,140.30","32.17K","4.46%"
"2017年4月5日","1,140.60","1,145.80","1,146.70","1,112.30","22.55K","-0.38%"
"2017年4月4日","1,145.00","1,150.10","1,161.90","1,124.10","21.16K","-0.45%"
"2017年4月3日","1,150.20","1,107.80","1,159.90","1,107.80","30.42K","3.85%"
"2017年4月2日","1,107.60","1,093.50","1,118.20","1,081.00","20.42K","1.32%"
"2017年4月1日","1,093.20","1,081.30","1,106.90","1,070.20","17.00K","1.06%"
"2017年3月31日","1,081.70","1,042.10","1,089.40","1,041.00","27.50K","3.91%"
"2017年3月30日","1,041.00","1,041.70","1,053.50","1,022.20","24.81K","-0.08%"
"2017年3月29日","1,041.80","1,044.70","1,058.90","1,009.30","22.32K","-0.28%"
"2017年3月28日","1,044.70","1,042.80","1,066.50","1,016.80","25.25K","0.19%"
"2017年3月27日","1,042.70","968.90","1,046.90","960.10","31.91K","7.61%"
"2017年3月26日","969.00","971.31","1,005.50","950.10","33.26K","-0.33%"
"2017年3月25日","972.17","942.13","980.00","891.00","46.01K","3.08%"
